1576447710.000000, 1576447710.000000, 1576447710.000000
32.000000, 32.000000, 32.000000
9,18,59
10,17,59
8,18,58
8,17,59
9,18,59
9,18,58
9,18,58
10,18,59
10,18,59
9,17,58
9,17,58
9,17,58
9,18,59
9,18,59
9,18,59
10,18,59
10,17,58
9,18,58
9,18,59
9,18,58
9,18,58
9,17,58
9,17,59
7,18,59
9,18,59
9,17,60
8,18,59
9,17,59
9,18,59
8,18,59
9,18,59
8,18,59
9,18,59
8,17,59
8,18,59
9,18,59
8,18,59
7,18,58
9,18,59
8,18,58
8,18,58
9,18,59
8,18,59
9,18,59
10,17,60
8,18,59
7,18,59
8,18,59
8,18,59
7,17,59
7,17,59
7,17,59
7,18,59
7,18,59
6,18,59
7,18,59
7,18,59
7,18,60
6,18,60
7,18,60
6,18,60
9,18,62
8,18,62
8,18,61
7,18,60
7,17,60
7,18,60
7,18,59
6,18,57
7,18,57
7,18,58
8,19,58
9,19,59
9,19,59
9,20,59
9,19,58
9,19,58
9,18,58
8,18,58
8,18,57
9,18,59
9,19,59
8,19,58
9,19,58
10,18,58
9,17,56
9,18,57
10,18,59
9,18,59
7,18,58
7,18,57
10,18,59
9,18,59
9,18,59
10,18,59
9,18,59
9,18,59
9,19,58
10,19,58
9,19,58
9,18,58
9,19,58
9,18,58
11,19,59
9,19,59
9,19,58
10,19,58
10,19,59
10,19,59
11,19,59
9,19,58
9,19,58
10,19,58
9,19,58
9,19,58
9,19,59
10,19,59
8,19,58
10,19,58
10,19,59
9,19,58
9,19,58
9,19,59
9,19,58
9,19,59
9,19,58
9,19,58
9,19,58
10,19,58
9,19,58
8,19,58
9,19,59
9,19,59
9,19,58
10,19,58
9,19,58
9,19,58
10,19,58
10,19,58
10,19,59
9,19,58
9,19,58
9,19,58
10,19,58
9,19,58
11,19,58
9,19,59
9,19,59
10,19,59
10,19,59
9,19,58
9,19,58
10,18,58
9,19,58
9,19,58
11,19,58
11,19,58
9,19,58
9,19,58
10,19,58
10,19,58
9,19,58
10,19,58
10,19,59
10,19,59
11,18,58
10,19,58
10,19,58
12,19,59
9,19,59
9,19,58
11,19,58
11,19,58
10,19,58
11,19,58
11,19,58
9,19,57
10,19,58
11,18,58
10,19,58
10,19,59
9,19,58
9,19,58
10,19,58
11,19,58
10,19,58
10,19,59
11,19,59
10,19,59
10,19,59
10,19,58
10,19,58
9,18,58
10,19,58
10,19,59
9,19,59
9,19,60
10,19,60
10,19,59
10,18,58
10,18,58
10,18,57
11,18,57
9,18,56
12,18,58
13,17,58
8,18,57
11,18,59
13,18,59
8,18,58
8,18,59
12,18,59
11,18,59
10,18,58
11,17,59
10,18,59
10,18,58
10,18,59
10,18,58
10,17,58
10,17,58
9,18,58
9,17,58
9,18,58
10,18,59
9,18,58
10,18,58
10,18,59
9,17,59
8,18,60
9,18,60
9,18,60
9,18,60
10,18,60
10,18,60
9,18,59
9,17,59
9,18,59
8,17,58
9,17,58
9,17,59
7,17,58
9,18,59
9,18,59
10,18,59
9,18,59
9,18,59
10,18,58
9,18,59
8,18,59
8,18,59
8,18,59
9,18,59
9,18,59
8,18,58
9,18,58
9,18,59
9,18,59
9,18,59
9,18,59
9,18,59
9,18,59
10,18,59
9,18,58
9,18,58
9,18,59
9,18,59
8,18,58
8,18,58
9,18,58
9,18,58
9,18,59
9,18,59
9,19,59
10,18,60
9,18,59
9,18,60
9,19,59
10,18,58
9,18,58
9,18,58
9,18,57
10,18,58
10,18,58
9,18,58
9,18,58
11,18,59
9,18,59
9,18,59
10,18,60
9,18,59
9,18,59
9,18,59
9,18,58
9,18,58
9,18,59
9,18,58
