1576447710.000000, IBI
10.250469,0.625029
10.891124,0.640654
11.516152,0.625029
12.156806,0.640654
12.766209,0.609403
17.078907,0.625029
17.672684,0.593777
18.297713,0.625029
18.891490,0.593777
23.157310,0.609403
23.751087,0.593777
24.376116,0.625029
38.095494,0.812537
40.892497,0.609403
41.408145,0.515649
79.644271,0.593777
99.629560,0.625029
100.160835,0.531274
100.754612,0.593777
101.301512,0.546900
111.364473,0.593777
111.973876,0.609403
158.788518,0.671906
159.460424,0.671906
160.147956,0.687531
160.835487,0.687531
161.507393,0.671906
162.179299,0.671906
162.851204,0.671906
163.523110,0.671906
164.195016,0.671906
164.851296,0.656280
165.507576,0.656280
166.179482,0.671906
166.835762,0.656280
167.507668,0.671906
168.179573,0.671906
168.835853,0.656280
169.523385,0.687531
170.195291,0.671906
170.867196,0.671906
171.539102,0.671906
172.226634,0.687531
172.914165,0.687531
173.570445,0.656280
174.257977,0.687531
174.945508,0.687531
175.617414,0.671906
176.304945,0.687531
176.976851,0.671906
177.648757,0.671906
178.336288,0.687531
179.023820,0.687531
179.695725,0.671906
180.367631,0.671906
181.023911,0.656280
181.695817,0.671906
182.383348,0.687531
183.055254,0.671906
183.742786,0.687531
184.399066,0.656280
185.070971,0.671906
185.727252,0.656280
186.399157,0.671906
187.086689,0.687531
187.758595,0.671906
188.446126,0.687531
189.118032,0.671906
189.789937,0.671906
190.477469,0.687531
191.149375,0.671906
191.821280,0.671906
192.493186,0.671906
193.165092,0.671906
193.852623,0.687531
194.540155,0.687531
195.227686,0.687531
195.899592,0.671906
196.587124,0.687531
197.274655,0.687531
197.977812,0.703157
198.649718,0.671906
199.337250,0.687531
200.009155,0.671906
200.696687,0.687531
201.368593,0.671906
202.040498,0.671906
202.728030,0.687531
203.415561,0.687531
204.087467,0.671906
204.743747,0.656280
205.415653,0.671906
206.087559,0.671906
206.759464,0.671906
207.415744,0.656280
208.072024,0.656280
208.728304,0.656280
209.384584,0.656280
210.056490,0.671906
210.728396,0.671906
211.400302,0.671906
212.072207,0.671906
212.728487,0.656280
213.400393,0.671906
214.056673,0.656280
214.697328,0.640654
215.384859,0.687531
216.056765,0.671906
216.728671,0.671906
217.400576,0.671906
218.072482,0.671906
218.728762,0.656280
219.385042,0.656280
220.056948,0.671906
220.713228,0.656280
221.385134,0.671906
222.057039,0.671906
222.713320,0.656280
223.369600,0.656280
224.041505,0.671906
224.697785,0.656280
225.369691,0.671906
226.025971,0.656280
226.697877,0.671906
227.354157,0.656280
228.010437,0.656280
228.666717,0.656280
229.322997,0.656280
229.963651,0.640654
230.619931,0.656280
231.276212,0.656280
231.932492,0.656280
232.604397,0.671906
233.276303,0.671906
233.948209,0.671906
234.620115,0.671906
235.276395,0.656280
235.932675,0.656280
236.588955,0.656280
237.260860,0.671906
237.917140,0.656280
238.589046,0.671906
239.245326,0.656280
239.901606,0.656280
240.557886,0.656280
241.214166,0.656280
241.886072,0.671906
242.542352,0.656280
243.214258,0.671906
243.870538,0.656280
244.526818,0.656280
245.198724,0.671906
245.855004,0.656280
246.511284,0.656280
247.167564,0.656280
247.839470,0.671906
248.511375,0.671906
249.183281,0.671906
249.855187,0.671906
250.511467,0.656280
251.167747,0.656280
251.855278,0.687531
252.511559,0.656280
253.199090,0.687531
253.855370,0.656280
254.527276,0.671906
255.183556,0.656280
255.839836,0.656280
256.511742,0.671906
257.199273,0.687531
257.871179,0.671906
258.543085,0.671906
259.214990,0.671906
267.199731,0.656280
267.840385,0.640654
268.481040,0.640654
269.137320,0.656280
269.809225,0.671906
270.449880,0.640654
271.106160,0.656280
271.746814,0.640654
272.387468,0.640654
273.012497,0.625029
273.637526,0.625029
283.309843,0.640654
293.794698,0.593777
298.373033,0.546900
298.935559,0.562526
299.482459,0.546900
299.998107,0.515649
300.670013,0.671906
301.232539,0.562526
318.514580,0.640654
319.186486,0.671906
319.842766,0.656280
320.514671,0.671906
321.186577,0.671906
321.842857,0.656280
322.514763,0.671906
323.186669,0.671906
323.858574,0.671906
324.530480,0.671906
325.202386,0.671906
325.874292,0.671906
326.546197,0.671906
327.218103,0.671906
327.890009,0.671906
328.561915,0.671906
329.233820,0.671906
329.890100,0.656280
330.562006,0.671906
331.233912,0.671906
331.905818,0.671906
332.593349,0.687531
333.265255,0.671906
333.937161,0.671906
334.609066,0.671906
335.265347,0.656280
335.937252,0.671906
336.609158,0.671906
337.281064,0.671906
337.952970,0.671906
338.624875,0.671906
339.296781,0.671906
339.953061,0.656280
340.609341,0.656280
341.265621,0.656280
341.906276,0.640654
342.578181,0.671906
343.218836,0.640654
343.875116,0.656280
344.547021,0.671906
345.187676,0.640654
345.859581,0.671906
346.515862,0.656280
347.187767,0.671906
347.859673,0.671906
348.515953,0.656280
349.172233,0.656280
349.844139,0.671906
350.500419,0.656280
351.172325,0.671906
351.828605,0.656280
352.484885,0.656280
353.141165,0.656280
353.797445,0.656280
354.438099,0.640654
355.094379,0.656280
355.750659,0.656280
356.406939,0.656280
357.063219,0.656280
357.719499,0.656280
358.375779,0.656280
359.032059,0.656280
359.688339,0.656280
360.328994,0.640654
360.985274,0.656280
361.625928,0.640654
362.266582,0.640654
362.891611,0.625029
363.547891,0.656280
364.204171,0.656280
364.844826,0.640654
365.501106,0.656280
366.157386,0.656280
366.798040,0.640654
367.438694,0.640654
368.094974,0.656280
368.735629,0.640654
369.407534,0.671906
370.079440,0.671906
370.766972,0.687531
371.454503,0.687531
372.142035,0.687531
372.798315,0.656280
373.454595,0.656280
374.110875,0.656280
374.767155,0.656280
375.407809,0.640654
376.048463,0.640654
376.689118,0.640654
377.345398,0.656280
378.001678,0.656280
378.657958,0.656280
379.298612,0.640654
379.954892,0.656280
380.626798,0.671906
381.314329,0.687531
382.001861,0.687531
382.673767,0.671906
383.345672,0.671906
384.001952,0.656280
384.642607,0.640654
385.283261,0.640654
385.923915,0.640654
386.564570,0.640654
387.189598,0.625029
387.830253,0.640654
388.470907,0.640654
389.127187,0.656280
389.752216,0.625029
390.424121,0.671906
391.080401,0.656280
391.752307,0.671906
392.424213,0.671906
393.080493,0.656280
393.752399,0.671906
394.393053,0.640654
395.033707,0.640654
395.658736,0.625029
396.315016,0.656280
396.971296,0.656280
397.611950,0.640654
398.268230,0.656280
398.924510,0.656280
399.580791,0.656280
415.034623,0.593777
415.706529,0.671906
416.315932,0.609403
416.956586,0.640654
417.581614,0.625029
418.237895,0.656280
418.862923,0.625029
